"STATION","NAME","DATE","AWND","DAPR","EVAP","MDPR","MNPN","MXPN","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WDMV","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-05-22",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-05-23",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-05-24",,,,,,,"0.47",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-05-25",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-05-26",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-05-27",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-05-28",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-05-29",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-05-30",,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-05-31",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-01",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-02",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-03",,,,,,,"0.17",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-04",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-05",,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-06",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-07",,,,,,,"0.40",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-08",,,,,,,"0.76",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-09",,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-10",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-11",,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-12",,,,,,,"1.14",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-13",,,,,,,"0.25",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-14",,,,,,,"0.10",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-15",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-16",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-17",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-18",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-19",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-20",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-21",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-22",,,,,,,"0.84",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-23",,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-24",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-25",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-26",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-27",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-28",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-29",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-06-30",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-01",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-02",,,,,,,"0.22",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-03",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-04",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-05",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-06",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-07",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-08",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-09",,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-10",,,,,,,"0.24",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-11",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-12",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-13",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-14",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-15",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-16",,,,,,,"0.43",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-17",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-18",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-19",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-20",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-21",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-22",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-23",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-24",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-25",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-26",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-27",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-28",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-29",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-30",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-07-31",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-01",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-02",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-03",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-04",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-05",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-06",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-07",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-08",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-09",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-10",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-11",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-12",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-13",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-14",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-15",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-16",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-17",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-18",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-19",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-20",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-21",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-22",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-23",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-24",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-25",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-26",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-27",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-28",,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-29",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-30",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-08-31",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-01",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-02",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-03",,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-04",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-05",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-06",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-07",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-08",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-09",,,,,,,"0.38",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-10",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-11",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-12",,,,,,,"0.19",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-13",,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-14",,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-15",,,,,,,"0.85",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-16",,,,,,,"0.20",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-17",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-18",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-19",,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-20",,,,,,,"0.12",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-09-25",,,,,,,"1.39",,,,,,,,,,,,,,,,,,,,
"US1TXDA0080","DUNCANVILLE 3.2 WNW, TX US","2023-10-05",,,,,,,"1.75",,,,,,,,,,,,,,,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-01","10.29",,,,,,"0.00",,,,"76","53",,"  160","  170",,,,"16.1","21.9","    1",,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-02","10.74",,,,,,"0.01",,,,"78","61",,"  180","  200",,,,"23.9","38.9","    1",,"    1",,,,"    1"
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-03","7.83",,,,,,"0.00",,,,"68","46",,"  280","  290",,,,"16.1","23.9",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-04","4.70",,,,,,"0.00",,,,"59","35",,"  320","  300",,,,"12.1","17.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-05","4.92",,,,,,"0.00",,,,"61","37",,"   10","   10",,,,"10.1","14.1",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-06","11.41",,,,,,"0.00",,,,"69","40",,"  180","  190",,,,"23.9","35.1",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-07","10.51",,,,,,"0.00",,,,"64","48",,"  330","  200",,,,"18.1","27.1",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-08","5.14",,,,,,"0.00",,,,"61","40",,"   10","   10",,,,"12.1","17.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-09","9.17",,,,,,"0.00",,,,"69","40",,"  160","  170",,,,"17.0","25.9",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-10","10.51",,,,,,"0.00",,,,"82","54",,"  210","  210",,,,"19.9","28.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-11","12.53",,,,,,"0.00",,,,"82","63",,"  290","  290",,,,"23.9","35.1",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-12","19.01",,,,,,"0.00",,,,"69","40",,"  320","  320",,,,"35.1","47.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-13","6.04",,,,,,"0.00",,,,"57","33",,"  320","  350",,,,"12.1","17.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-14","10.96",,,,,,"0.00",,,,"62","35",,"  170","  170",,,,"21.0","28.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-15","15.88",,,,,,"0.00",,,,"70","44",,"  180","  180",,,,"35.1","48.1",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-16","11.18",,,,,,"0.00",,,,"74","58",,"  180","  170",,,,"25.1","38.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-17","8.50",,,,,,"0.00",,,,"80","56",,"  180","  200",,,,"16.1","21.9",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-18","11.41",,,,,,"0.01",,,,"71","57",,"  310","  310",,,,"25.9","35.1","    1",,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-19","9.62",,,,,,"0.00",,,,"59","43",,"  310","  290",,,,"23.9","34.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-20","7.16",,,,,,"0.00",,,,"60","36",,"  120","  120",,,,"14.1","19.9",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-21","8.28",,,,,,"0.00",,,,"58","44",,"  150","  300",,,,"14.1","19.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-22","10.51",,,,,,"0.00",,,,"53","35",,"  310","  320",,,,"21.9","29.1",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-23","6.26",,,,,,"0.00",,,,"54","31",,"   60","   70",,,,"15.0","19.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-24","13.20",,,,,,"1.08",,,,"47","35",,"  320","  310",,,,"21.0","28.0","    1",,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-25","10.74",,,,,,"0.01",,,,"43","36",,"  320","  300",,,,"19.9","27.1","    1",,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-26","7.83",,,,,,"0.00",,,,"54","32",,"  300","  290",,,,"16.1","19.9",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-27","10.51",,,,,,"0.00",,,,"61","39",,"  190","  190",,,,"19.9","29.1",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-28","12.08",,,,,,"0.00",,,,"68","43",,"  200","  200",,,,"21.0","31.1","    1",,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-29","12.75",,,,,,"0.02",,,,"63","30",,"  330","  330",,,,"25.1","32.0","    1",,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-30","13.42",,,,,,"0.00",,,,"30","25",,"  360","  360",,,,"19.9","27.1","    1",,,"    1",,"    1",
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-01-31","12.53",,,,,,"0.72",,,,"30","25",,"  340","  340",,,,"18.1","23.9","    1","    1","    1","    1",,"    1",
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-01","8.05",,,,,,"0.18",,,,"31","27",,"  320","  320",,,,"16.1","21.9","    1",,,,,"    1",
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-02","8.28",,,,,,"0.40",,,,"33","31",,"  340","  340",,,,"15.0","19.0","    1",,,,,"    1",
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-03","5.14",,,,,,"0.00",,,,"52","28",,"  330","  320",,,,"8.9","13.0","    1",,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-04","9.62",,,,,,"0.00",,,,"57","33",,"  170","  180",,,,"19.9","29.1",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-05","6.71",,,,,,"0.00",,,,"70","39",,"  150","  240",,,,"13.0","19.0","    1",,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-06","15.43",,,,,,"0.00",,,,"72","52",,"  180","  180",,,,"33.1","47.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-07","10.07",,,,,,"0.75",,,,"63","47",,"  160","  170",,,,"17.0","23.9","    1",,"    1",,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-08","10.51",,,,,,"0.46",,,,"48","37",,"  290","  300",,,,"21.9","33.1","    1",,"    1",,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-09","5.82",,,,,,"0.00",,,,"64","33",,"  350","  350",,,,"16.1","21.9","    1",,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-10","14.32",,,,,,"0.00",,,,"50","37",,"  330","  330",,,,"23.9","32.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-11","8.50",,,,,,"0.00",,,,"55","35",,"  340","  330",,,,"16.1","19.9",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-12","8.28",,,,,,"0.00",,,,"66","35",,"  170","  180",,,,"15.0","23.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-13","10.29",,,,,,"0.00",,,,"66","43",,"  140","  160",,,,"25.1","36.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-14","13.65",,,,,,"0.54",,,,"71","51",,"  230","  220",,,,"29.1","45.0","    1",,"    1",,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-15","12.97",,,,,,"0.00",,,,"77","48",,"  170","  170",,,,"28.0","38.9",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-16","19.24",,,,,,"0.00",,,,"64","35",,"  330","  310",,,,"29.1","40.9",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-17","8.50",,,,,,"0.00",,,,"50","28",,"  350","   10",,,,"21.9","32.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-18","9.84",,,,,,"0.00",,,,"53","33",,"  160","  170",,,,"19.9","25.1",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-19","11.18",,,,,,"0.00",,,,"71","46",,"  200","  190",,,,"19.9","29.1",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-20","11.41",,,,,,"0.00",,,,"78","58",,"  210","  210",,,,"21.0","36.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-21","13.87",,,,,,"0.00",,,,"87","62",,"  170","  170",,,,"25.1","36.0",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-22","12.75",,,,,,"0.16",,,,"79","14",,"  180","  180",,,,"30.0","45.0","    1",,"    1",,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-23","13.65",,,,,,"0.00",,,,"67","46",,"  340","  300",,,,"21.9","31.1",,,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-24","10.51",,,,,,"0.00",,,,"49","41",,"  330","  310",,,,"16.1","21.0","    1",,,,,,
"USW00003971","DALLAS REDBIRD AIRPORT, TX US","2023-02-25","5.82",,,,,,"0.02",,,,"50","39",,"  330","  340",,,,"14.1","18.1","    1",,,,,,
